time_hour,previous_incidents,crowd_level,weather_risk,tourist_density,zone_risk,risk_score,risk_label
2,2,Medium,Medium,Low,Low,52.698987436687716,Medium
7,0,High,Low,High,Medium,5.958644129689478,Low
11,1,Low,Medium,High,Medium,42.970799466445605,Medium
0,1,High,Low,High,Low,23.31967744195247,Low
9,0,Low,Low,Low,High,34.962652847672665,Medium
19,0,Low,Low,High,Low,29.35724956791768,Low
2,3,Low,Low,Medium,Medium,75.54024855352743,High
5,2,Medium,Medium,Medium,High,79.48070634005985,High
6,1,High,Medium,Low,Medium,44.10279078172531,Medium
19,4,Low,Medium,Medium,High,85.07403692322954,High
22,2,Medium,Low,Low,High,71.32459308992404,High
17,4,Low,Low,Low,High,71.35100296191358,High
10,1,Medium,Medium,Medium,Low,17.40093375519192,Low
18,3,Low,Medium,Low,Medium,50.6195347899961,Medium
4,0,Medium,Low,Low,High,53.62255110704452,Medium
18,2,Medium,Medium,Medium,High,56.898935017347746,Medium
10,3,Medium,Medium,High,High,66.4816495850904,Medium
23,0,Low,High,Low,High,81.85236175346589,High
11,4,Low,Low,High,Medium,67.42387646680056,Medium
9,3,Medium,Medium,Medium,Low,36.02141106995537,Medium
7,4,High,Low,Medium,Low,13.283476017838424,Low
23,0,High,Medium,Medium,Low,21.208589858242618,Low
8,0,High,Low,Medium,Low,1.5042147298084005,Low
3,3,High,Medium,Low,Low,45.39142939215053,Medium
4,4,Medium,Medium,Low,Low,46.50005263077712,Medium
20,1,Low,Low,Medium,Low,20.59967738921133,Low
7,4,Low,Medium,High,High,78.50469198570377,High
22,2,Medium,Medium,Low,Low,46.541445952835495,Medium
8,1,Medium,Low,Medium,Low,11.76329353294355,Low
14,2,High,Low,High,Medium,26.364982481176636,Low
14,1,Low,Low,High,High,50.657375154193545,Medium
15,2,Medium,Medium,Low,Low,16.984249518207545,Low
13,3,Medium,Medium,Medium,Low,32.95839913162036,Medium
7,1,Medium,Medium,Low,Low,4.823847950058925,Low
17,2,Low,Low,High,Low,30.11647100378333,Medium
9,4,High,Low,Low,Low,25.115610867672913,Low
19,0,Low,Low,High,Medium,42.890313092165904,Medium
5,4,High,High,High,High,85.96218617483684,High
11,2,High,Low,High,Medium,32.49411243493108,Medium
1,0,Low,Low,High,Low,39.05184188245014,Medium
6,1,Low,Medium,Low,Low,35.39056766112918,Medium
15,1,Medium,High,Low,Low,14.199131719710891,Low
2,1,Medium,Low,Medium,Low,37.91646458780175,Medium
12,3,Low,Low,Medium,Medium,47.977192420653225,Medium
2,1,High,Medium,Low,High,70.99710355951,High
17,1,Medium,Medium,Medium,Low,23.267100759277277,Low
10,4,Low,Low,High,High,79.08883048724354,High
7,1,Medium,Medium,High,High,59.371807114202284,Medium
5,2,Low,Medium,Low,Low,37.65609570545792,Medium
0,2,Low,Medium,Medium,Low,61.87728760149319,Medium
0,0,Medium,Low,Medium,Low,33.0469731940844,Medium
22,1,Low,Low,High,Medium,60.25815424268162,Medium
7,3,Medium,Medium,Medium,Low,37.39916612235047,Medium
4,3,High,Medium,High,Low,53.34755845508106,Medium
15,1,High,Medium,High,High,50.83784396426135,Medium
10,1,Low,Medium,High,Low,38.620617078633316,Medium
4,0,Low,Low,Medium,Low,41.56728876630036,Medium
3,0,Medium,Low,High,Medium,58.883802749727764,Medium
5,2,Medium,Low,High,High,76.50967771497527,High
13,8,High,High,Low,Low,41.10796507424519,Medium
21,2,Medium,Low,Low,Low,29.743849752336395,Low
18,4,Low,Low,High,Medium,71.21117046834895,High
8,2,Medium,Low,Low,Medium,23.294386455181737,Low
11,2,High,High,Medium,High,40.27586183033109,Medium
10,3,High,Medium,High,Low,34.78196483461175,Medium
13,3,Low,High,High,Medium,64.68273183843131,Medium
22,2,Medium,Low,Low,Low,29.7844495500849,Low
15,3,Low,Medium,Medium,High,65.72453802707179,Medium
0,1,Medium,Low,Medium,Low,25.6379388402343,Low
12,6,Low,Low,Low,Low,50.1925309895063,Medium
22,2,High,Low,High,Low,48.72304693729834,Medium
20,4,Medium,Low,Medium,Low,38.62122344089384,Medium
20,3,High,Medium,High,Low,40.13283053978589,Medium
12,1,High,High,Low,Low,18.17292028416883,Low
1,1,Low,Low,Medium,Low,55.0349657681774,Medium
3,0,Medium,High,High,Low,42.63802041493617,Medium
5,0,High,Low,Medium,High,40.00554663728505,Medium
22,3,Medium,Low,Low,Low,50.48699234812346,Medium
4,2,Medium,Low,High,Medium,57.991950948114244,Medium
2,4,Medium,Low,High,Medium,66.98750863789724,Medium
0,5,Medium,Low,Medium,Low,59.997972986871396,Medium
3,2,Low,Medium,Medium,Low,48.30227807930699,Medium
19,0,Medium,Medium,Low,High,52.229025345376755,Medium
1,8,Low,Medium,High,Low,79.4864188884786,High
4,8,Low,Low,High,Low,76.81575962020436,High
2,4,Low,Medium,Low,Low,62.8332113068911,Medium
8,0,Low,Medium,Low,Low,20.715507271203265,Low
19,2,Medium,High,High,Low,49.26466951758677,Medium
5,1,Low,Low,Low,High,50.91479036360338,Medium
17,0,Low,High,High,High,58.333939649112686,Medium
5,1,High,Medium,High,High,66.37671620748269,Medium
18,2,High,Medium,High,Low,28.746637731025242,Low
11,2,High,Low,Medium,High,30.61965270495287,Medium
10,1,High,Low,Medium,Medium,17.387498452685634,Low
1,0,Low,Medium,Low,High,74.89376208272348,High
14,0,Low,Low,Medium,Medium,32.19736860659707,Medium
11,4,Low,Low,Medium,Low,39.64877484564485,Medium
11,1,High,High,Medium,High,53.27440380388123,Medium
8,1,High,Low,Low,Low,0.0,Low
20,2,Low,Low,Low,High,65.04418110480633,Medium
23,1,Low,Medium,Low,Low,43.12343161429704,Medium
1,2,Medium,Low,High,High,72.79758989549806,High
21,1,Low,Medium,Medium,Low,27.491679609350385,Low
2,2,Medium,Medium,Low,Low,38.65804843538173,Medium
11,4,High,Low,Medium,Medium,32.71987926657701,Medium
15,3,Medium,Medium,Low,Medium,36.0185675117172,Medium
20,1,High,Low,High,Medium,40.37428409137034,Medium
23,2,Low,High,Medium,Low,57.56535058903174,Medium
0,2,Medium,High,Low,Low,49.16714148196498,Medium
20,0,High,Low,Low,Low,10.86544532248436,Low
2,5,Medium,Medium,High,Low,63.05096219354641,Medium
19,3,Medium,Medium,Medium,Medium,64.61291175393566,Medium
1,3,Medium,Low,Low,Low,44.0716680045409,Medium
8,4,High,Low,Medium,Low,27.135034711407407,Low
18,5,Low,Low,Low,High,64.33307241040187,Medium
14,1,Low,High,Low,Low,27.440264617371618,Low
17,2,Low,Low,High,Medium,44.14432875396483,Medium
10,2,High,Low,Low,Low,11.870484479213841,Low
22,1,High,Low,High,Low,38.690092360006076,Medium
15,4,Low,Medium,Medium,Medium,63.38337765793371,Medium
21,0,Low,High,Low,Low,36.68766530920462,Medium
16,5,High,Medium,High,Medium,51.38324981578883,Medium
4,0,Low,Low,Medium,High,75.30648942379136,High
11,1,Low,Low,Medium,High,47.877051806132194,Medium
10,2,Low,Low,High,High,50.75523131040197,Medium
14,1,Low,Low,High,Medium,33.23470619371614,Medium
2,0,Medium,Medium,Low,Low,28.77835716306402,Low
0,0,Medium,Low,Low,Low,22.945260536930924,Low
19,0,Medium,Medium,Medium,Medium,38.56288530090121,Medium
15,1,High,Medium,Low,Medium,15.791042025949562,Low
1,3,Low,Medium,Medium,Low,62.09233304784164,Medium
1,5,Low,High,Low,Low,78.85523553329101,High
2,1,High,High,Medium,Low,44.789192380436006,Medium
7,0,High,Low,Low,Low,0.0,Low
23,0,Low,High,High,Low,73.83409384536694,High
14,3,Low,Medium,High,Medium,56.863604941983795,Medium
6,3,Low,Medium,Low,Low,44.42831602002559,Medium
5,3,Medium,Low,High,Medium,46.41200637405666,Medium
8,1,Low,Low,Low,Medium,35.57579590325123,Medium
19,0,Medium,High,Medium,Low,20.86991085828752,Low
0,1,Low,Low,Low,Low,30.326959458385133,Medium
7,6,High,Low,High,Low,32.79875888393964,Medium
22,2,Low,Low,Medium,Medium,68.79140140042796,Medium
22,3,Medium,High,Low,Medium,73.46672597150477,High
2,1,Low,Low,High,Low,61.175779531726064,Medium
3,2,Low,High,Low,Low,59.88141989253651,Medium
14,0,Medium,Low,High,Low,6.181397720426721,Low
5,5,High,Low,Low,Medium,51.75732908160744,Medium
14,1,Medium,Low,High,Low,14.250870896559055,Low
20,3,Medium,Medium,Medium,Medium,56.25993670580693,Medium
2,2,Low,Low,High,Medium,68.95753296797726,Medium
20,2,Medium,Low,High,Low,24.16305134402368,Low
20,1,Low,Low,High,Medium,55.1314885764583,Medium
13,2,Low,Low,Medium,Low,31.87489128222635,Medium
19,0,High,Medium,High,Low,20.17052020535007,Low
13,2,High,Low,Medium,Low,10.734951565999857,Low
3,1,Medium,Low,Low,Low,40.330824285232396,Medium
11,0,High,Low,High,Low,0.0,Low
16,6,High,Low,Medium,Medium,45.23278518601884,Medium
6,2,Low,High,Low,High,80.59578668131347,High
8,4,High,Low,Medium,Medium,47.625727055997224,Medium
2,0,Medium,Low,Medium,Low,40.14551256393296,Medium
12,1,High,Low,Medium,High,39.77725248582189,Medium
14,1,Medium,Medium,Medium,Low,39.25524193859209,Medium
17,2,Medium,Medium,Low,Low,20.171764548932945,Low
18,1,Medium,Low,Medium,Low,0.0,Low
0,1,Low,Medium,High,Medium,68.93211452177106,Medium
5,1,High,Medium,Medium,Low,22.293876732674548,Low
22,2,Low,Low,Medium,Medium,75.30172669450866,High
1,3,Low,Low,Low,Low,51.879847629439624,Medium
23,3,Low,Medium,Low,Medium,83.95745600699462,High
13,0,Low,Medium,Medium,Medium,41.82667384092387,Medium
5,7,Low,High,Low,High,99.76560295969715,High
13,2,Low,Low,Medium,High,58.42004639941633,Medium
3,2,Medium,Medium,Medium,Medium,65.70543656310352,Medium
20,2,Medium,Low,Medium,Low,34.82615461794421,Medium
7,2,Low,High,Medium,Medium,55.498630777594094,Medium
2,0,Low,Medium,High,Low,48.708699226708994,Medium
18,3,High,Medium,Low,High,53.462550064686226,Medium
13,0,Low,Low,Medium,High,45.170287817263564,Medium
19,1,Low,Low,High,Low,34.749099862879426,Medium
16,4,Low,Medium,High,Medium,78.11210161826989,High
7,2,Low,Low,Medium,Low,30.285648971127465,Medium
23,3,Medium,Low,Medium,Low,43.647293761035606,Medium
13,3,Low,Low,Low,Medium,46.59640734527623,Medium
5,3,Medium,Low,Low,Low,24.35122391150128,Low
22,1,Low,Medium,Medium,High,76.12451771313401,High
21,1,Medium,Low,Low,Low,22.809464120187776,Low
15,2,High,Low,High,High,39.84734970355661,Medium
18,1,Low,Low,Medium,Medium,35.24750242030095,Medium
13,2,Low,Medium,Low,High,53.76067260380167,Medium
18,4,Low,High,Low,Low,48.26090391744889,Medium
2,5,Medium,Low,Medium,Low,56.40747371472455,Medium
9,1,Low,Medium,Low,High,53.432468112282784,Medium
18,3,Medium,Low,High,Medium,54.84382558954191,Medium
8,1,Low,Medium,High,Low,39.69241709434964,Medium
19,2,Low,Medium,High,Medium,64.32293068371047,Medium
12,4,Low,Low,Medium,High,66.76173838995854,Medium
6,2,Low,Low,High,Medium,52.767753825355065,Medium
13,1,Low,Medium,Medium,Medium,36.775089741695766,Medium
8,3,Low,High,Medium,High,77.10680952464348,High
22,3,Medium,High,Medium,Low,70.99668718166824,High
18,3,Low,Medium,Low,High,47.04685553552006,Medium
14,4,Medium,Low,Low,Medium,45.12925625134049,Medium
19,2,Medium,Low,High,Low,38.88536978389457,Medium
13,3,Medium,Medium,High,Low,21.199131280468677,Low
23,1,High,Low,Medium,Low,30.22198303799714,Medium
5,1,Low,Medium,Medium,Medium,52.38196842905986,Medium
20,1,Low,Low,Medium,Medium,45.99994859939817,Medium
3,1,Medium,Low,Medium,High,66.28610397085751,Medium
7,3,Medium,Low,Medium,High,53.907855816378486,Medium
16,4,Medium,High,High,Low,39.775728086313634,Medium
8,2,Low,Low,Medium,Medium,50.76159903519255,Medium
0,2,Medium,Medium,Low,Medium,57.146591574060906,Medium
23,4,High,Medium,High,Low,75.78171245881651,High
19,2,Low,High,Medium,Medium,63.346212966296285,Medium
13,2,High,Low,Medium,Low,4.65466456717544,Low
10,2,Low,Medium,Medium,Low,35.94229624555211,Medium
20,1,Low,High,Medium,Low,53.39145296894647,Medium
2,5,Low,Low,Low,Medium,87.64190371270021,High
8,5,Medium,Medium,Low,Medium,47.072173741644185,Medium
13,0,Medium,Low,Medium,Medium,16.997966771517042,Low
8,0,Medium,Low,Medium,Medium,30.195776445441265,Medium
3,2,Medium,Low,Low,Low,34.78667416855034,Medium
3,1,Low,Medium,Medium,Low,58.341854972153534,Medium
7,2,Low,Medium,High,Low,26.63559429209118,Low
1,1,Low,Low,Low,Low,31.32372887141059,Medium
8,3,High,Medium,High,High,64.79676260202476,Medium
13,2,Low,Low,High,Medium,44.110356890729655,Medium
21,0,High,Medium,High,Low,27.536389676339397,Low
8,2,Low,High,High,Low,42.23393503783521,Medium
23,2,Low,Low,Medium,Medium,56.06257662951549,Medium
22,0,Low,Medium,Medium,Medium,62.55604775864244,Medium
15,0,Low,Medium,Medium,Medium,28.61863954637517,Low
16,0,High,Medium,Low,Low,3.751117074072085,Low
15,5,Medium,Low,Low,Medium,39.205878212310566,Medium
11,3,High,Low,Low,Low,16.91462316383212,Low
2,2,High,Medium,Low,High,68.3794124721409,Medium
10,2,Medium,Low,High,Low,18.18802535438732,Low
13,1,Medium,Low,High,Low,16.050382533729532,Low
17,3,Medium,Medium,High,Medium,54.573376879586576,Medium
20,1,Medium,Low,Low,Low,19.094805345583826,Low
20,2,Low,Medium,Low,Medium,67.69444050778557,Medium
4,0,Medium,Low,High,Low,43.44650789389462,Medium
15,2,Medium,Medium,Medium,Low,19.789387904500614,Low
19,4,Low,High,High,High,93.29600942349349,High
4,3,Medium,High,High,Low,59.66581560388156,Medium
2,1,High,Low,Medium,Low,40.81512188722776,Medium
11,1,Medium,High,Low,Low,14.691530022331886,Low
0,1,Medium,Low,Low,High,58.6688255102448,Medium
20,1,Low,Low,Low,Medium,43.06661740431505,Medium
8,1,High,Medium,Medium,High,53.625569141405165,Medium
8,2,Low,High,High,High,68.13722291880562,Medium
3,1,High,High,Low,Medium,63.522242413824245,Medium
2,2,High,Low,Low,Low,32.084577401249874,Medium
16,2,High,Medium,Medium,High,48.23370715542228,Medium
1,2,Low,Medium,Low,Low,54.8405850945326,Medium
23,1,Low,Low,High,High,74.77682903132488,High
0,2,High,Medium,Low,Medium,52.50660970537205,Medium
7,0,High,Low,High,Medium,13.65543988212536,Low
12,0,High,Low,High,Low,0.0,Low
22,2,Medium,Medium,High,Medium,60.93676046413774,Medium
14,1,Medium,Low,Low,Medium,28.09640649685659,Low
7,1,Low,Low,Low,Low,13.898716431484619,Low
11,7,High,Low,High,High,67.02691153706876,Medium
21,0,Medium,Medium,High,Medium,41.93445913920962,Medium
11,0,Low,Low,Medium,Low,12.83170678943813,Low
13,3,Low,Low,Medium,Medium,46.54427307449303,Medium
14,1,Medium,Medium,Low,Medium,33.383034811070445,Medium
14,1,Medium,Low,High,High,39.88318647285974,Medium
8,0,Low,High,Low,Medium,40.07489508574312,Medium
18,7,Low,Low,Low,Low,45.425158636961406,Medium
19,3,Low,Low,Low,Low,46.50288921983672,Medium
21,2,Low,Low,High,Low,50.91152934991513,Medium
7,2,High,Low,Low,Low,1.2254837139700143,Low
20,1,Medium,High,Medium,Medium,49.16188354914723,Medium
18,3,Medium,Low,Medium,Low,20.808140707793296,Low
5,1,High,Medium,Low,Low,13.10919759622728,Low
19,2,Low,Low,Medium,Medium,58.23457869732277,Medium
18,1,High,Medium,Low,Low,10.730813534381154,Low
3,1,High,High,Low,Low,41.071687922247804,Medium
22,0,Medium,Low,Medium,Medium,50.17820842351661,Medium
6,3,Medium,Medium,Medium,Low,37.46849860455276,Medium
3,3,Medium,High,Low,Medium,80.77218090318452,High
21,2,High,Medium,High,Medium,60.45169744322872,Medium
11,2,Low,Low,High,High,61.846832907123186,Medium
12,1,Low,Low,Medium,Low,19.957162598065203,Low
2,3,High,Low,Medium,Low,43.01011862633958,Medium
21,1,High,High,Low,Medium,35.66527083212708,Medium
11,1,Medium,Medium,High,Low,20.821195012182237,Low
1,3,Low,High,Medium,Low,85.34822600753213,High
23,3,Low,Low,Low,Low,65.74928710171872,Medium
1,2,Medium,Low,High,Medium,60.548300312739485,Medium
22,2,High,Low,Medium,High,62.73193888952337,Medium
8,3,Low,Low,Medium,High,68.17308905315686,Medium
0,1,Medium,Low,Low,High,60.78526172930002,Medium
7,1,High,Low,Low,Low,6.678452277849849,Low
22,1,Low,Medium,High,Medium,67.54182107240342,Medium
5,3,High,Low,Medium,Low,30.834062874373892,Medium
5,4,Low,Low,Low,High,73.83286165706254,High
21,5,High,High,Medium,High,86.96631815669488,High
17,2,High,High,Medium,High,53.57532264613316,Medium
16,2,Low,Low,Low,High,51.16230780254518,Medium
11,1,High,High,Medium,Medium,37.81722957116061,Medium
5,2,High,Low,Medium,Medium,42.17467557516343,Medium
7,5,High,Low,Low,High,54.03651463160889,Medium
18,3,Medium,High,Low,Medium,57.70093171442737,Medium
9,2,Medium,Medium,Low,High,42.27904622096355,Medium
0,1,Low,High,Medium,High,82.0227867164347,High
12,5,Low,Medium,Medium,Medium,63.43860414242531,Medium
16,2,Medium,Low,Low,Low,12.064113618189845,Low
2,2,Low,Medium,Medium,Low,68.74261716169138,Medium
7,1,Medium,Low,Medium,Low,8.884967445266904,Low
13,1,Medium,Low,Medium,Low,4.323139423718446,Low
2,0,High,Low,Low,Low,16.147423976346715,Low
15,3,High,Low,Medium,Medium,32.48579859141953,Medium
12,3,Low,High,Medium,Low,41.54027162510295,Medium
19,1,Medium,High,Medium,High,79.57955767737909,High
23,2,High,Medium,High,Low,33.95057173063706,Medium
16,4,Low,Low,Low,High,59.421575177142316,Medium
12,2,Low,Medium,High,Low,34.63042732725858,Medium
5,1,High,Medium,High,Medium,38.150421635860305,Medium
16,3,Low,High,Medium,Medium,67.03779215831663,Medium
13,6,High,Low,High,Medium,44.06147212399126,Medium
16,2,High,Low,Medium,Medium,29.72265965035789,Low
7,0,Medium,High,Low,Low,25.477934582523154,Low
10,3,High,High,Medium,Low,40.42328322218781,Medium
19,1,Low,Low,High,Low,36.9580304142319,Medium
0,1,High,Low,Low,Low,26.010887174808754,Low
6,1,High,Medium,Medium,Medium,45.303918887824736,Medium
20,5,Low,Medium,High,Medium,81.28207077539439,High
20,0,Medium,Medium,High,High,55.07490363072775,Medium
16,3,Medium,Low,Low,High,42.056486276245494,Medium
9,1,Low,Low,Low,Low,17.851306938424234,Low
10,0,High,Low,Low,Low,0.0,Low
21,2,Medium,Medium,Medium,Medium,46.75445841938496,Medium
8,0,Medium,Low,High,Low,20.624245549431606,Low
8,3,Low,Low,Medium,Medium,51.043338041558464,Medium
23,1,Medium,Low,High,Medium,56.4212691535507,Medium
4,1,High,Low,High,Medium,44.67689147664232,Medium
16,1,Medium,Low,Medium,High,44.628035993985655,Medium
8,4,High,Low,Low,High,42.8995417345685,Medium
16,1,Medium,High,Low,High,42.848518930663886,Medium
23,2,Low,Low,Low,High,73.68436450211928,High
20,1,Medium,Low,Low,High,40.921760830800736,Medium
18,2,Low,Low,Low,Low,24.7905283948278,Low
6,0,Low,High,Low,High,70.19550177905204,High
22,2,Low,Low,Medium,Low,52.36874026027476,Medium
8,2,High,Low,Medium,Medium,29.50185443052467,Low
6,2,High,Low,Low,Low,22.24059792613379,Low
12,1,Low,Medium,Medium,Low,23.938399306416613,Low
10,2,Low,Medium,Medium,Low,36.879672881181584,Medium
13,0,Low,Low,Medium,Low,15.882558639987264,Low
18,4,High,Low,Medium,Low,19.303789564917807,Low
10,2,Medium,Low,Medium,Low,13.85373789924732,Low
12,5,Medium,Medium,High,High,81.11405297639412,High
13,2,Medium,Medium,Low,High,42.10749395820103,Medium
12,3,Medium,Low,Low,Medium,35.00088627902125,Medium
0,2,Low,Medium,Low,High,84.35003954136388,High
7,3,Low,Low,Medium,Medium,46.83128065955513,Medium
11,1,Low,Medium,Medium,High,56.297166648806446,Medium
18,1,Medium,Medium,Medium,Medium,35.5268767301083,Medium
11,2,High,High,Low,Medium,28.53878529766497,Low
7,1,Low,Low,Medium,High,51.51273664268598,Medium
7,2,Low,Medium,Medium,Low,27.70815845140178,Low
20,3,High,Low,Low,Low,31.189715577868547,Medium
12,2,Low,Low,Medium,Medium,33.24291716182898,Medium
11,2,Low,Low,High,Low,15.624730072509818,Low
15,1,High,Low,High,Low,0.0,Low
0,2,Medium,Low,Low,Low,36.66055254142241,Medium
12,1,Medium,High,High,High,50.68237590874378,Medium
6,2,High,Medium,Low,High,49.16110166025655,Medium
4,2,Medium,Low,Medium,Low,36.81373911864486,Medium
7,1,Low,Low,Low,Low,19.173360220272784,Low
13,3,Medium,Low,High,Low,21.395202039408137,Low
22,0,Medium,Low,Low,Medium,38.740524338230074,Medium
12,2,High,Low,Low,Low,5.642127361186892,Low
14,3,High,Low,High,Low,12.327393842425645,Low
22,2,Low,High,Medium,Low,69.44014076505387,Medium
16,2,Medium,Medium,High,Low,41.50913434803482,Medium
14,3,Low,Medium,Low,Low,25.629320570955283,Low
19,2,Low,Medium,Medium,Medium,55.70437413390262,Medium
17,2,Medium,Low,High,Low,12.3645377379192,Low
17,4,Medium,Low,Medium,Medium,41.81102920730536,Medium
1,3,Medium,Low,High,Low,42.29371646091858,Medium
3,2,Medium,Medium,High,Low,60.517905679573204,Medium
0,4,High,Low,Medium,Low,56.4824900525345,Medium
3,2,High,Low,Low,Medium,51.153312525403464,Medium
17,0,Medium,High,Low,Medium,36.61465344927393,Medium
4,1,Low,Low,Low,High,71.6920776099772,High
18,3,High,Medium,Medium,Low,31.47860643307546,Medium
14,3,High,High,High,Low,35.179356785373884,Medium
7,3,Low,Low,Medium,Low,28.781217215705617,Low
19,2,Medium,Medium,High,Low,43.984049883300074,Medium
16,4,High,Medium,High,Low,32.68742526325609,Medium
0,2,Medium,High,High,Low,73.8290173021132,High
11,2,Medium,Low,High,Low,26.324436214121423,Low
18,2,Low,High,Medium,Medium,53.65499666450805,Medium
14,4,Medium,Low,High,Medium,45.98867510809673,Medium
8,4,Medium,Medium,Medium,Low,35.15571349603828,Medium
6,1,Low,Low,Medium,Low,27.495810221374427,Low
1,0,Medium,Low,Medium,Medium,49.3308908940523,Medium
8,2,Low,Low,Medium,Low,20.763591079344334,Low
9,2,Medium,Low,Medium,Medium,30.43949082309955,Medium
1,2,High,Low,Medium,High,61.37747249191932,Medium
18,3,Medium,Low,Low,High,44.717546378031564,Medium
10,4,Medium,Low,Low,Low,28.612151784502448,Low
12,2,Medium,Low,Medium,Medium,35.068637516681854,Medium
9,3,Low,Low,High,Medium,48.90190856387597,Medium
13,4,High,Low,Medium,Low,29.82303702696948,Low
17,0,Low,High,Low,Medium,44.43781794239026,Medium
18,3,Low,Medium,High,Low,44.70328437467336,Medium
21,1,Medium,Low,High,High,61.44930994708114,Medium
8,2,Medium,Medium,High,Low,36.513608110275456,Medium
6,2,Low,Medium,Medium,Low,48.640197799602745,Medium
2,3,Low,Low,Low,Medium,69.6382826951842,Medium
19,2,High,Low,Low,Low,7.476591070243025,Low
5,1,Low,Low,Medium,Low,33.573960229694265,Medium
20,2,Low,High,Low,Low,52.78998053550131,Medium
1,2,Low,Low,Low,Low,48.88655199599374,Medium
5,0,Low,Medium,High,Medium,47.59345135347783,Medium
2,1,Medium,Low,Medium,Low,30.87961567088618,Medium
15,3,Medium,Medium,Low,Low,30.334663319649096,Medium
7,1,High,Low,Low,Low,0.0,Low
1,1,Low,Low,Medium,Low,46.06542250558822,Medium
16,1,Low,Low,Low,Medium,18.384900219332295,Low
8,2,Low,High,Medium,Low,41.906160469440145,Medium
11,2,Low,Low,Low,High,56.83778085087016,Medium
2,2,Low,Low,High,Low,56.812491406896825,Medium
10,2,Low,Medium,High,Low,37.164389941690715,Medium
0,3,Low,Medium,Medium,Medium,73.70237931364726,High
22,1,Medium,Low,High,Low,28.244445631450375,Low
12,2,Low,Low,Low,Low,17.311743096706934,Low
14,0,Low,Low,Medium,Low,20.240378155685445,Low
4,2,Low,Low,Medium,Low,50.67492086742426,Medium
20,5,Low,Medium,Medium,Medium,83.14409949139367,High
16,1,Medium,Low,Low,Medium,29.607578766538758,Low
22,0,Low,High,Low,Low,51.745708933932015,Medium
23,1,Low,Low,Low,Medium,61.07354447034077,Medium
5,1,Low,Low,Medium,High,68.8113399177034,Medium
20,2,Low,Medium,High,High,71.60442102277008,High
21,5,High,Medium,Medium,Low,44.42915691281345,Medium
10,4,High,Low,High,Low,16.896192908242465,Low
17,2,Low,Medium,Low,Low,19.08251570502644,Low
3,2,Medium,Medium,High,Low,50.00809313829655,Medium
2,2,Low,Low,Medium,Low,49.46693216981712,Medium
12,5,Low,Low,Low,Low,28.767067378756476,Low
22,0,Low,Low,Medium,Low,41.727403063803614,Medium
8,4,High,Medium,Medium,Medium,43.08152581031803,Medium
20,4,Low,Low,Low,Low,54.61041176261565,Medium
5,2,High,Medium,High,Low,36.10272737588779,Medium
11,1,Medium,Medium,High,Low,23.058619087483436,Low
1,1,Low,Medium,Low,Medium,62.77165997907719,Medium
2,1,High,Medium,Medium,Medium,52.284525397384286,Medium
2,1,High,Low,Low,High,58.22219141618651,Medium
11,1,High,High,High,High,60.434974830637636,Medium
14,3,Medium,Medium,Low,Medium,33.00299049339224,Medium
8,3,Low,Low,Low,High,52.97644758039655,Medium
22,2,Low,Medium,Medium,Low,60.761846060239634,Medium
7,4,Low,Medium,Low,Medium,56.76679373058916,Medium
10,3,Medium,Low,Low,Medium,37.75188896222659,Medium
15,2,High,Low,Low,Medium,17.96509544145191,Low
21,1,Medium,Low,Low,Low,25.58371747101763,Low
3,4,High,High,Low,Low,56.89707741674761,Medium
0,1,Low,Medium,High,Low,55.096527286030884,Medium
23,4,Medium,Low,High,Medium,78.56908335083278,High
6,0,High,Medium,Medium,High,52.427061327840605,Medium
1,2,Medium,Low,Medium,Low,52.89271932006841,Medium
23,2,Medium,Low,Medium,High,76.69316530081338,High
4,2,Medium,Low,Medium,Low,48.73984428599904,Medium
6,3,Medium,Medium,Medium,High,70.2186762086207,High
3,4,High,High,Medium,High,100.0,High
4,3,Medium,High,Medium,Low,63.4135149895633,Medium
23,4,Low,Low,Medium,Low,49.68092971034907,Medium
0,0,Medium,Medium,Medium,Low,39.84606972322986,Medium
0,4,Low,Medium,Medium,High,100.0,High
14,3,Medium,Low,High,Low,19.449458107345848,Low
19,5,Low,Medium,Medium,Medium,81.1577667652005,High
18,2,High,High,High,Low,31.693111712567184,Medium
9,3,High,Medium,High,High,66.27736945008033,Medium
17,5,Low,Low,Low,Low,42.629941512244145,Medium
2,2,Low,High,Medium,Low,67.00274533777603,Medium
10,0,Medium,High,Medium,Low,12.013660021766533,Low
14,3,High,Medium,Medium,Low,13.20158015269427,Low
10,1,Low,Low,Medium,Low,27.593625313440153,Low
16,3,Low,Medium,Low,Medium,53.3647311628491,Medium
16,1,Medium,Low,High,Low,12.558363007437919,Low
5,2,Medium,Low,High,Medium,50.3274270509085,Medium
4,2,Low,Medium,Medium,Low,57.57722537275077,Medium
7,1,Medium,High,Low,Low,9.993465376346991,Low
1,2,High,Medium,High,Low,54.07873906719906,Medium
15,3,Low,Medium,Medium,Medium,61.84460706072043,Medium
19,1,Medium,Low,Medium,Low,20.027905372815457,Low
23,5,Low,Low,Medium,Low,68.75043785923903,Medium
11,0,Low,High,High,Medium,45.321478251791305,Medium
5,1,Low,Medium,Low,Low,47.06750122911637,Medium
0,1,Medium,Medium,High,Medium,69.22452292282011,Medium
3,3,High,Low,Medium,Low,37.126870619237,Medium
16,1,Medium,Medium,Medium,Low,21.630188403972223,Low
12,0,Low,High,Low,Medium,35.73754436696717,Medium
